Marca temporal,What is your gender?,"What is your age? (In years. Ej, 27)","What is your height? (in centimeters. Ej, 166)","What is your ape index? (Full armspan minus height). *If you don't know it, put 0",How much do you weight? (In kg),Do you study or work?,What continent do you live in?,In which country do you live or climb at the most?,How often do you visit gyms/crags on states or countries other than the one you live in?,"If you plan a vacation, it is most likely intended as a...",Which describes you the best?,Which describes you the best?,How many years have you been climbing?,Is/was any of your parents a climber?,Why do you climb? ,On average how many days do you climb in a week?,How many of those are indoors?,"How many of those do you consider ""training"" sessions?","In case you train, how do you train?",How long are your training sessions on average?,"In case you train at a gym, what facilities does it include?","In case you climb indoors, do you climb indoors to improve your outdoors climbing, or is indoors climbing an end in itself?","Select the 5 aspects you personally put most of your efforts for improvement, regardless of it being in or out the gym",How tight do you get your climbing shoes?,Do you follow a specific diet?,Do you REGULARLY practice any other sport besides climbing?,What is the first thing you do when you get to the cym/crag?,What is your hardest indoor onsight/flash boulder grade?,What is your hardest indoor projected boulder grade?,What is your hardest outdoor onsight/flash boulder grade?,What is your hardest outdoor projected boulder grade?,"What grade do you feel a 80+% confidence to say ""I can most likely flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely send that""? ",What is the first thing you do when you get to the cym/crag?,How many routes do you normally climb in a day? (#),What is your hardest onsight/flash grade?,What is your hardest redpoint/projected grade?,"What grade do you feel a 80+% confidence to say ""I can most likely onsight/flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely finish that, even if i fall (no send)""","On your first attempt on a new project/route/problem at or above your current max grade, you normally...","When projecting SPORTS, how many attempts would you have on your projected route on the same day?",Which do you feel is usually your best performance on a project or hard route?,"When projecting, do you purposely try to visit the same crag in order to focus on your route, or do you simply work it when you happen to go back there?"
17/02/2020 1:10:46,Male,23,182,2,60,Neither,North America,mx,Around twice a year,Mainly climbing trip but something else as well,Outdoor climber,Sports climber,6,No,"Fun of the activity in itself, The places it takes you, For the challenge",4,1,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V3,V5,V2,V2,V2,V4,"Climb an easy route, meant as a warmup",6,5.12c / 7b+,5.13b / 8a,5.12a / 7a+,5.13d /8b,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
17/02/2020 21:49:21,Female,17,161,-1,55,Study,Oceania,New Zealand,Never,Trip that might have some climbing,Indoor climber,Sports climber,1,No,"Fun of the activity in itself, Health, For the social part of climbing, Competition, The places it takes you, For the challenge, All!!!",3,3,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Trying more/different routes/problems","Very tight, borderline painful, fit",Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V4,V4,V2,V2,V1,V4,Stretch and warmup (before climbing),6,5.10c / 6b,5.11c / 6c+,5.10b / 6a+,5.11c / 6c+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
18/02/2020 1:30:17,Male,34,187,0,79,Work fulltime,North America,USA,Around thrice a year,Completely a climbing trip,Both rather equally,Sports climber,9,No,"Fun of the activity in itself, Health, The places it takes you, For the challenge",4,3,0,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V4,V5,V2,V3,V2,V4,"Climb an easy route, meant as a warmup",4,5.10c / 6b,5.11a / 6b+,5.10a / 6a+,5.10c / 6b,Top-rope it first (sports),Usually more than 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
21/02/2020 10:00:50,Male,22,170,0.5,65,Study and work,North America,Mexico,Around twice a year,Mainly climbing trip but something else as well,Both rather equally,Sports climber,12,No,"Fun of the activity in itself, Health, Competition, The places it takes you",6,4,4,Follow a training program with a coach,More than 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Power endurance, Flexibility","Very tight, borderline painful, fit","No, I eat anything",Yes,Stretch and warmup (before climbing),V6,V8,V5,V9,V6,V9,Stretch and warmup (before climbing),5,5.12a / 7a+,5.13a / 7c+,5.12b / 7b,5.13c / 8a+,Climb it while resting on every other bolt to explore the moves (sports),Usually more than 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
23/02/2020 2:20:28,Female,27,165,1,59,Work fulltime,North America,United States,Around thrice a year,Trip that might have some climbing,Indoor climber,Both rather equally,4,No,"Fun of the activity in itself, Health, The places it takes you, For the challenge",3,3,0,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Explosive power",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V4,V6,V4,V6,V4,V5,"Climb an easy route, meant as a warmup",5,5.10c / 6b,5.11d / 7a,5.10b / 6a+,5.10d / 6b+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,Last attempt of the day,I would simply work on it whenever I happen to be there again
11/3/2020 21:24,Male,27,181,0,68,Work fulltime,Europe,Russia,Around once a year,Completely non-climbing trip,Indoor climber,Boulderer,17,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,2,I perform random exercises as they feel appropiate,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Explosive power","Very tight, borderline painful, fit","No, I eat anything",No,Stretch and warmup (before climbing),V6,V7,V5,V6,V4,V6,Stretch and warmup (before climbing),7,5.11d / 7a,5.12b / 7b,5.11b / 6c,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I purposely go to the same crag to keep going at it
12/3/2020 20:19,Female,43,158,0,54,Work fulltime,Asia,Hong Kong,Around twice a year,Completely a climbing trip,Both rather equally,Boulderer,20,No,Fun of the activity in itself,4,2,0,I do not train,I do not train,Bouldering area,I indoor climb to improve my outdoor climbing,"Footwork, Core strength, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V5,V6,V5,V8,V3,V6,"Climb an easy route, meant as a warmup",7,5.12b / 7b,5.13d /8b,5.11d / 7a,5.12d / 7c,Try the holds and moves individually first (boulder),Usually 2 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
12/3/2020 22:14,Male,27,180,4,70,Work fulltime,Europe,France,Around once a year,Mainly climbing trip but something else as well,Indoor climber,Boulderer,4,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,2,Follow a training program by myself,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Core strength, Trying more/different routes/problems, Explosive power","Very tight, borderline painful, fit","No, I eat anything",No,Stretch and warmup (before climbing),V6,V7,V4,V6,V4,V6,Stretch and warmup (before climbing),6,5.11c / 6c+,5.12a / 7a+,5.11a / 6b+,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
15/03/2020 14:55:03,Female,23,170,0,54,Work fulltime,Asia,Hong Kong,Around once a year,Completely a climbing trip,Indoor climber,Sports climber,5,No,Fun of the activity in itself,3,3,3,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Power endurance, Trying more/different routes/problems, Explosive power",Normal fit,"No, I eat anything",No,Stretch and warmup (before climbing),V4,V4,V2,V3,V2,V3,Jump straight into the hard stuff,4,5.10c / 6b,5.12a / 7a+,5.9 / 6a,5.13a / 7c+,Top-rope it first (sports),Usually 3 attempts per day,1st attempt of the day,I would simply work on it whenever I happen to be there again
31/03/2020 0:23:17,Female,22,164,2,61,Work fulltime,North America,USA,Around thrice a year,Mainly climbing trip but something else as well,Outdoor climber,Sports climber,4.5,No,"Fun of the activity in itself, For the social part of climbing, Competition, The places it takes you, For the challenge",3,3,2,I perform random exercises as they feel appropiate,Less than an hour,"Bouldering area, Lead climbing area, Top rope area (with autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,Vegetarian + fish and/or milk,No,"Climb easy problems, meant as a warmup",V7,V8,V3,V4,V1,V3,Stretch and warmup (before climbing),5,5.11b / 6c,5.12a / 7a+,5.10c / 6b,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
4/4/2020 3:01,Female,58,170,0,63,Work fulltime,North America,usa,Around every 2 months,Mainly climbing trip but something else as well,Indoor climber,Sports climber,4,No,"Fun of the activity in itself, The places it takes you, For the challenge",4,4,3,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Footwork, Core strength, Power endurance, Trying more/different routes/problems, Cardio","""Comfy fit""",Vegan,No,"Climb easy problems, meant as a warmup",V3,V4,V2,V2,V2,V2,"Climb an easy route, meant as a warmup",8,5.10a / 6a+,5.10b / 6a+,5.10a / 6a+,5.10b / 6a+,Top-rope it first (sports),Usually 2 attempts per day,3rd attempt of the day,I do not project
18/05/2020 7:21:22,Male,39,178,0,70,Work fulltime,North America,Mexico,More than once per month,Completely a climbing trip,Outdoor climber,Sports climber,3,No,Fun of the activity in itself,4,2,2,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Top rope area (with autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Endurance, Power endurance, Route/problem-specific sequences",Tight fit,"No, I eat anything",No,Stretch and warmup (before climbing),V4,V5,V4,V5,V3,V2,Stretch and warmup (before climbing),5,5.10b / 6a+,5.11b / 6c,5.10a / 6a+,5.9 / 6a,Top-rope it first (sports),Usually 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
18/05/2020 7:56:42,Female,38,160,-4,51,Study and work,Europe,"Croatia, Slovenia",Around once per month,Completely a climbing trip,Both rather equally,Both rather equally,8,Yes,"Fun of the activity in itself, For the challenge",4,3,3,I perform random exercises as they feel appropiate,2 to 3 hours,"Bouldering area, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Footwork, Core strength, Endurance, Power endurance, Explosive power",Normal fit,"No, I eat anything",No,Stretch and warmup (before climbing),V5,V5,V6,V7,V4,V6,Stretch and warmup (before climbing),4,5.11b / 6c,5.12b / 7b,5.11a / 6b+,5.12c / 7b+,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,Random attempt,I purposely go to the same crag to keep going at it
19/05/2020 12:38:01,Female,28,164,0,44,Work parttime,North America,Mexico,More than once per month,Trip that might have some climbing,Outdoor climber,Sports climber,1,No,For the challenge,2,1,2,I just climb more,More than 3 hours,Lead climbing area,I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Trying more/different routes/problems, Flexibility, Explosive power",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V1,V7,V2,V6,V1,V1,"Climb an easy route, meant as a warmup",3,5.11a / 6b+,5.10c / 6b,5.10a / 6a+,5.9 / 6a,Climb it while resting on every other bolt to explore the moves (sports),Usually 1 one attempt per day,Random attempt,I do not project
26/06/2020 20:33:15,Male,32,163,3,56,Study and work,Europe,Italy,Never,Trip that might have some climbing,Both rather equally,Sports climber,12,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you",0,1,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Hang board, campus board, finger board or similar, Moonboard or similar",I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Cardio, Flexibility, Explosive power",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V6,V8,V5,V7,V5,V7,"Climb an easy route, meant as a warmup",4,5.11d / 7a,5.12c / 7b+,5.11c / 6c+,5.12a / 7a+,Climb it while resting on every other bolt to explore the moves (sports),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
23/10/2020 1:20:05,Male,18,178,0,60,Study,Europe,UK,More than once per month,Trip that might have some climbing,Indoor climber,Boulderer,6,No,"Fun of the activity in itself, Health, For the social part of climbing, Competition",3,3,3,Follow a training program by myself,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Power endurance, Route/problem-specific sequences, Explosive power",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V8,V10,V6,V8,V5,V7,"Climb an easy route, meant as a warmup",10,5.13a / 7c+,5.13c / 8a+,5.12a / 7a+,5.12c / 7b+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
26/12/2020 7:23:30,Male,22,182,0,65,Study,North America,United States,Around once per month,Trip that might have some climbing,Both rather equally,Both rather equally,2,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,2,I perform random exercises as they feel appropiate,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Route/problem-specific sequences, Trying more/different routes/problems, Explosive power",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V6,V7,V4,V5,V3,V4,Stretch and warmup (before climbing),4,5.11a / 6b+,5.11c / 6c+,5.10b / 6a+,5.11a / 6b+,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,3rd attempt of the day,I purposely go to the same crag to keep going at it
25/01/2021 10:26:44,Female,23,157,10,53,Study,Asia,Singapore,Around once a year,Trip that might have some climbing,Indoor climber,Boulderer,6,No,"Fun of the activity in itself, Health, For the social part of climbing, Competition, For the challenge",0,1,0,I do not train,I do not train,"Bouldering area, Moonboard or similar",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V4,V4,V1,V1,V3,V3,"Climb an easy route, meant as a warmup",10,5.10c / 6b,5.11a / 6b+,5.9 / 6a,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Last attempt of the day,I purposely go to the same crag to keep going at it
27/01/2021 13:38:08,Male,38,184,0,76,Work fulltime,Oceania,Australia,Around once a year,Trip that might have some climbing,Indoor climber,Both rather equally,20,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",3,3,1,Follow a training program by myself,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Flexibility",Tight fit,Other,Yes,"Climb easy problems, meant as a warmup",V4,V5,V0,V0,V2,V5,"Climb an easy route, meant as a warmup",8,5.11a / 6b+,5.11a / 6b+,5.10b / 6a+,5.10d / 6b+,Top-rope it first (sports),Usually 2 attempts per day,Random attempt,I do not project
